word,ud_test_head,ud_test_deprel,ud_preds_head,ud_preds_deprel,str_test_head,str_test_deprel,str_preds_head,str_preds_deprel,ellipsis
для,9,case,9,case,4,обст,4,обст,0
чего,4,obl,7,obl,8,предл,8,предл,0
",",14,punct,14,punct,14,punct,14,punct,0
он,14,nsubj,14,nsubj,14,предик,14,предик,0
сразу,14,advmod,14,advmod,14,обст,14,обст,0
их,14,obj,14,obj,14,1-компл,14,1-компл,0
потерял,4,conj,4,conj,4,сент-соч,4,сент-соч,0
и,16,cc,16,cc,14,сочин,14,сочин,0
заплакал,4,conj,4,conj,15,соч-союзн,15,соч-союзн,0
.,4,punct,4,punct,4,punct,4,punct,0
опять,3,advmod,3,advmod,3,огранич,3,огранич,0
же,1,advmod,1,advmod,1,огранич,1,огранич,0
пустячок,0,root,0,root,0,root,0,root,0
.,3,punct,3,punct,3,punct,3,punct,0
экономика,4,nsubj,4,nsubj,4,предик,4,предик,0
сегодня,4,advmod,4,advmod,4,обст,4,обст,0
больше,4,obl,4,obl,4,огранич,4,огранич,0
красивая,0,root,0,root,0,root,0,root,0
",",7,punct,7,punct,7,punct,7,punct,0
чем,7,mark,7,mark,3,сравнит,3,сравнит,0
умная,3,advcl,3,advcl,6,сравн-союзн,6,сравн-союзн,0
",",11,punct,11,punct,11,punct,11,punct,0
и,11,cc,11,cc,4,сочин,4,сочин,0
больше,11,obl,11,obl,11,огранич,11,огранич,0
игровая,4,conj,4,conj,9,соч-союзн,9,соч-союзн,0
",",14,punct,14,punct,14,punct,14,punct,0
чем,14,mark,14,mark,10,сравнит,10,сравнит,0
информационная,10,advcl,10,obl,13,сравн-союзн,13,сравн-союзн,0
.,4,punct,4,punct,4,punct,4,punct,0
жизненный,2,amod,2,amod,2,опред,2,опред,0
успех,3,nsubj,3,nsubj,3,предик,3,предик,0
свидетельствует,0,root,0,root,0,root,0,root,0
о,5,case,5,case,3,1-компл,3,1-компл,0
том,3,obl,3,obl,4,предл,4,предл,0
",",10,punct,10,punct,10,punct,10,punct,0
что,10,mark,10,mark,5,эксплет,5,эксплет,0
господь,10,nsubj,10,nsubj,10,предик,10,предик,0
не,10,advmod,10,advmod,10,огранич,10,огранич,0
оставляет,5,acl,5,acl,7,подч-союзн,7,подч-союзн,0
тебя,10,obj,10,obj,10,1-компл,10,1-компл,0
",",19,punct,19,punct,19,punct,19,punct,0
а,19,cc,19,cc,10,сент-соч,10,сент-соч,0
неудачи,19,nsubj,19,nsubj,19,предик,19,предик,0
",",16,punct,16,punct,16,punct,16,punct,0
провалы,14,conj,14,conj,14,сочин,14,сочин,0
и,18,cc,18,cc,16,сочин,16,сочин,0
разорения,14,conj,14,conj,17,соч-союзн,17,соч-союзн,0
служат,10,conj,10,conj,13,соч-союзн,13,соч-союзн,0
признаком,19,obl,19,obl,19,1-компл,19,1-компл,0
катастрофы,20,nmod,20,nmod,20,1-компл,20,квазиагент,0
",",24,punct,24,punct,24,punct,24,punct,0
которая,24,nsubj,24,nsubj,24,предик,24,предик,0
ждет,21,acl:relcl,21,acl:relcl,21,релят,21,релят,0
и,27,advmod,27,advmod,26,огранич,26,огранич,0
в,27,case,27,case,24,обст,24,обст,0
мире,24,obl,24,obl,26,предл,26,предл,0
ином,27,amod,27,amod,27,опред,27,опред,0
.,3,punct,3,punct,3,punct,3,punct,0
скоро,5,advmod,5,advmod,5,обст,5,обст,0
мышам,5,iobj,5,iobj,5,1-компл,5,1-компл,0
в,4,case,4,case,2,атриб,5,обст,0
эксперименте,2,nmod,5,obl,3,предл,3,предл,0
стукнет,0,root,0,root,0,root,0,root,0
по,8,case,8,case,5,предик,5,предик,0
два,8,nummod,8,nummod,8,количест,8,количест,0
года,5,nsubj,5,nsubj,6,предл,6,предл,0
.,5,punct,5,punct,5,punct,5,punct,0
мир,4,nsubj,4,nsubj,4,предик,4,предик,0
джан,1,appos,1,appos,1,аппоз,1,аппоз,0
также,4,advmod,4,advmod,4,огранич,4,огранич,0
сообщил,0,root,0,root,0,root,0,root,0
",",13,punct,13,punct,13,punct,13,punct,0
что,13,mark,13,mark,4,1-компл,4,1-компл,0
командование,13,nsubj:pass,13,nsubj:pass,13,предик,13,предик,0
новых,11,amod,11,amod,11,опред,11,опред,0
национальных,11,amod,11,amod,11,опред,11,опред,0
вооруженных,11,amod,11,amod,11,опред,11,опред,0
сил,7,nmod,7,nmod,7,1-компл,7,1-компл,0
афганистана,11,nmod,11,nmod,11,квазиагент,11,квазиагент,0
вынуждено,4,ccomp,4,ccomp,6,подч-союзн,6,подч-союзн,0
"""",18,punct,18,punct,18,punct,18,punct,0
в,17,case,17,case,18,обст,18,обст,0
срочном,17,amod,17,amod,17,опред,17,опред,0
порядке,18,obl,18,obl,15,предл,15,предл,0
усилить,13,xcomp,13,xcomp,13,2-компл,13,1-компл,0
охрану,18,obj,18,obj,18,1-компл,18,1-компл,0
"""",19,punct,19,punct,19,punct,19,punct,0
афганско,23,compound,23,compound,23,композ,23,композ,0
-,21,punct,21,punct,21,punct,21,punct,0
пакистанской,24,amod,24,amod,24,опред,24,опред,0
границы,19,nmod,19,nmod,19,1-компл,19,1-компл,0
для,26,case,26,case,18,обст,18,обст,0
предотвращения,18,obl,18,obl,25,предл,25,предл,0
проникновения,26,nmod,26,nmod,26,1-компл,26,1-компл,0
боевиков,27,nmod,27,nmod,27,квазиагент,27,квазиагент,0
из,30,case,30,case,27,2-компл,27,1-компл,0
пакистана,27,nmod,27,nmod,29,предл,29,предл,0
.,4,punct,4,punct,4,punct,4,punct,0
это,3,nsubj,3,nsubj,3,предик,3,предик,0
смешные,3,amod,3,amod,3,опред,3,опред,0
деньги,0,root,0,root,0,root,0,root,0
по,5,case,5,case,3,обст,3,атриб,0
меркам,3,nmod,3,nmod,4,предл,4,предл,0
биатлона,5,nmod,5,nmod,5,квазиагент,5,квазиагент,0
.,3,punct,3,punct,3,punct,3,punct,0
прежде,3,advmod,3,advmod,3,огранич,3,огранич,0
всего,1,fixed,1,fixed,1,предл,1,предл,0
необходима,0,root,0,root,0,root,0,root,0
научная,5,amod,5,amod,5,опред,5,опред,0
разработка,3,nsubj,3,nsubj,3,предик,3,предик,0
основ,5,nmod,5,nmod,5,1-компл,5,1-компл,0
такого,8,det,8,det,8,опред,8,опред,0
производства,6,nmod,6,nmod,6,1-компл,6,1-компл,0
и,12,cc,12,cc,5,сочин,5,сочин,0
их,12,nmod,12,nmod,12,1-компл,12,1-компл,0
экспериментальная,12,amod,12,amod,12,опред,12,опред,0
проверка,5,conj,5,conj,9,соч-союзн,9,соч-союзн,0
.,3,punct,3,punct,3,punct,3,punct,0
последовал,0,root,0,root,0,root,0,root,0
такой,3,det,3,det,3,опред,3,опред,0
диалог,1,nsubj,1,nsubj,1,предик,1,предик,0
между,5,case,5,case,3,квазиагент,3,квазиагент,0
ними,3,nmod,3,nmod,4,предл,4,предл,0
:,12,punct,12,punct,12,punct,12,punct,0
-,12,punct,12,punct,12,punct,12,punct,0
"""",12,punct,12,punct,12,punct,12,punct,0
в,11,case,11,case,12,1-компл,12,1-компл,0
каком,11,det,11,det,11,опред,11,опред,0
банке,12,obl,12,obl,9,предл,9,предл,0
хранятся,3,parataxis,3,parataxis,3,1-компл,3,разъяснит,0
деньги,12,nsubj,12,nsubj,12,предик,12,предик,0
вашего,15,det,15,det,15,опред,15,опред,0
управления,13,nmod,13,nmod,13,квазиагент,13,квазиагент,0
?,12,punct,12,punct,12,punct,12,punct,0
"""",12,punct,12,punct,12,punct,12,punct,0
и,5,cc,5,cc,0,root,0,root,0
",",1,punct,1,punct,1,punct,1,punct,0
кстати,5,parataxis,5,parataxis,5,вводн,5,вводн,0
",",3,punct,3,punct,3,punct,3,punct,0
решил,0,root,0,root,1,соч-союзн,1,соч-союзн,0
.,5,punct,5,punct,5,punct,5,punct,0
михаил,5,nsubj,5,nsubj,5,предик,5,предик,0
алексеевич,1,flat:name,1,appos,1,аппоз,1,аппоз,0
-,2,punct,1,punct,2,punct,1,punct,0
замечательный,5,amod,5,amod,5,опред,5,опред,0
специалист,0,root,0,root,0,root,0,root,0
в,7,case,7,case,5,1-компл,5,1-компл,0
области,5,nmod,5,nmod,6,предл,6,предл,0
древнерусской,9,amod,9,amod,9,опред,9,опред,0
книжности,7,nmod,7,nmod,7,квазиагент,7,квазиагент,0
.,5,punct,5,punct,5,punct,5,punct,0
директор,20,nsubj,20,nsubj,20,предик,20,предик,0
вб,1,nmod,1,nmod,1,1-компл,1,1-компл,0
по,4,case,4,case,1,атриб,2,атриб,0
россии,1,nmod,1,nmod,3,предл,3,предл,0
джулиан,1,appos,1,appos,1,аппоз,1,аппоз,0
швайцер,5,flat:name,5,flat:name,5,аппоз,5,аппоз,0
",",8,punct,8,punct,8,punct,8,punct,0
выступивший,1,acl,1,acl,1,опред,1,опред,0
в,10,case,10,case,8,обст,8,обст,0
среду,8,obl,8,obl,9,предл,9,предл,0
на,12,case,12,case,8,обст,8,обст,0
конференции,8,obl,8,obl,11,предл,11,предл,0
"""",14,punct,14,punct,14,punct,14,punct,0
приоритеты,12,appos,12,appos,12,аппоз,12,аппоз,0
гендерной,16,amod,16,amod,16,опред,16,опред,0
стратегии,14,nmod,14,nmod,14,квазиагент,14,квазиагент,0
рф,16,nmod,16,nmod,16,квазиагент,16,квазиагент,0
"""",14,punct,14,punct,14,punct,14,punct,0
",",8,punct,8,punct,8,punct,8,punct,0
считает,0,root,0,root,0,root,0,root,0
",",26,punct,26,punct,26,punct,26,punct,0
что,26,mark,26,mark,20,1-компл,20,1-компл,0
россия,26,nsubj,26,nsubj,26,предик,26,предик,0
-,23,punct,23,punct,23,punct,23,punct,0
уникальная,26,amod,26,amod,26,опред,26,опред,0
страна,20,ccomp,20,ccomp,22,подч-союзн,22,подч-союзн,0
",",34,punct,34,punct,34,punct,34,punct,0
потому,34,mark,34,mark,26,обст,26,обст,0
что,28,fixed,28,fixed,28,эксплет,28,эксплет,0
в,31,case,31,case,34,обст,34,обст,0
результате,34,obl,34,obl,30,предл,30,предл,0
переходного,33,amod,33,amod,33,опред,33,опред,0
периода,31,nmod,31,nmod,31,квазиагент,31,квазиагент,0
стало,26,advcl,26,advcl,29,подч-союзн,29,подч-союзн,0
хуже,34,advmod,34,obl,34,присвяз,34,присвяз,0
не,37,advmod,37,advmod,37,огранич,37,огранич,0
только,38,advmod,38,advmod,38,огранич,38,огранич,0
женщинам,35,iobj,35,iobj,35,дат-субъект,35,1-компл,0
",",42,punct,42,punct,42,punct,42,punct,0
но,42,cc,42,cc,38,сочин,38,сочин,0
и,40,fixed,40,fixed,40,огранич,40,огранич,0
мужчинам,38,conj,38,conj,40,соч-союзн,40,соч-союзн,0
-,45,punct,45,punct,45,punct,45,punct,0
меньше,45,advmod,45,advmod,45,обст,45,обст,0
живут,34,parataxis,34,parataxis,34,разъяснит,34,разъяснит,0
",",48,punct,48,punct,48,punct,48,punct,0
чаще,48,advmod,48,advmod,48,обст,48,обст,0
умирают,45,conj,45,conj,45,сочин,45,сочин,0
молодыми,48,obl,48,obl,48,суб-копр,48,суб-копр,0
.,20,punct,20,punct,20,punct,20,punct,0
у,2,case,2,case,4,1-компл,4,1-компл,0
нас,4,obl,4,obl,1,предл,1,предл,0
сейчас,4,advmod,4,advmod,4,обст,4,обст,0
нет,0,root,0,root,0,root,0,root,0
ни,6,cc,6,cc,8,соотнос,8,соотнос,0
того,4,nsubj,4,nsubj,4,предик,4,предик,0
",",9,punct,9,punct,9,punct,9,punct,0
ни,9,cc,9,cc,6,сочин,6,сочин,0
другого,6,conj,6,conj,8,соч-союзн,8,соч-союзн,0
",",14,punct,14,punct,14,punct,14,punct,0
и,14,cc,14,cc,4,сент-соч,4,сент-соч,0
поэтому,14,advmod,14,advmod,14,обст,14,обст,0
мы,14,nsubj,14,nsubj,14,предик,14,предик,0
получаем,4,conj,4,conj,11,соч-союзн,11,соч-союзн,0
то,14,obj,14,obj,14,1-компл,14,1-компл,0
",",18,punct,18,punct,18,punct,18,punct,0
что,18,obj,18,obj,18,1-компл,18,1-компл,0
заслужили,15,acl,15,acl,15,эксплет,15,эксплет,0
",",24,punct,24,punct,24,punct,24,punct,0
чему,24,iobj,24,iobj,24,1-компл,24,1-компл,0
недавно,24,advmod,24,advmod,23,обст,23,обст,0
и,24,advmod,24,advmod,23,огранич,23,огранич,0
была,24,cop,24,cop,18,сент-соч,18,изъясн,0
свидетелем,18,conj,18,conj,23,присвяз,23,присвяз,0
вся,26,det,26,det,26,опред,26,опред,0
страна,24,nsubj,24,nsubj,23,предик,23,предик,0
.,4,punct,4,punct,4,punct,4,punct,0
отдельная,2,amod,2,amod,2,опред,2,опред,0
тема,4,nsubj,4,nsubj,4,предик,4,предик,0
-,2,punct,2,punct,2,punct,2,punct,0
севморпуть,0,root,0,root,0,root,0,root,0
",",8,punct,8,punct,8,punct,8,punct,0
от,7,case,7,case,8,1-компл,8,1-компл,0
которого,8,obl,8,obl,6,предл,6,предл,0
зависит,4,acl:relcl,4,acl:relcl,4,релят,4,релят,0
жизнь,8,nsubj,8,nsubj,8,предик,8,предик,0
сибирского,11,amod,11,amod,11,опред,11,опред,0
заполярья,9,nmod,9,nmod,9,квазиагент,9,квазиагент,0
-,14,punct,14,punct,14,punct,14,punct,0
от,14,case,14,case,11,разъяснит,11,разъяснит,0
метеостанций,11,parataxis,11,parataxis,13,предл,13,предл,0
",",17,punct,17,punct,17,punct,17,punct,0
рыбацких,17,amod,17,amod,17,опред,17,опред,0
поселков,14,conj,14,conj,14,сочин,14,сочин,0
и,19,cc,19,cc,17,сочин,17,сочин,0
погранзастав,14,conj,14,conj,18,соч-союзн,18,соч-союзн,0
до,22,case,22,case,13,соотнос,13,соотнос,0
немаленьких,22,amod,22,amod,22,опред,22,опред,0
якутска,14,nmod,14,nmod,20,предл,20,предл,0
",",24,punct,24,punct,24,punct,24,punct,0
магадана,22,conj,22,conj,22,сочин,22,сочин,0
",",26,punct,26,punct,26,punct,26,punct,0
петропавловска-камчатского,22,conj,22,conj,24,сочин,24,сочин,0
и,28,cc,28,cc,26,сочин,26,сочин,0
норильска,22,conj,22,conj,27,соч-союзн,27,соч-союзн,0
.,4,punct,4,punct,4,punct,4,punct,0
мои,3,det,3,det,3,опред,3,опред,0
личные,3,amod,3,amod,3,опред,3,опред,0
воспоминания,4,nsubj,4,nsubj,4,предик,4,предик,0
выцвели,0,root,0,root,0,root,0,root,0
",",6,punct,6,punct,6,punct,6,punct,0
затуманились,4,conj,4,conj,4,сочин,4,сочин,0
",",8,punct,8,punct,8,punct,8,punct,0
смешались,4,conj,4,conj,6,сочин,6,сочин,0
с,11,case,11,case,8,1-компл,8,1-компл,0
чужими,11,amod,11,amod,11,опред,11,опред,0
мемуарами,8,obl,8,obl,9,предл,9,предл,0
.,4,punct,4,punct,4,punct,4,punct,0
через,3,case,3,case,9,обст,9,обст,0
несколько,3,nummod,3,nummod,3,количест,3,количест,0
лет,9,obl,9,obl,1,предл,1,предл,0
она,9,nsubj,9,nsubj,9,предик,9,предик,0
",",4,punct,4,punct,4,punct,4,punct,0
